local_designation|rb_factor_catalogue|ps1_designation|sherlock_distancempc|dec_psf|sherlock_host_ra|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|rb_factor_image|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|sherlock_host_dec|target|ref|diff|mjd_obs
10GYSEhmt|0.638047|PS20fyk|426.0|28.17262532020286|238.503642606|0.264698|21.7598|SN|GOOD|2MASXJ15540085+2810174|g|0.99992|NED_D/SDSS/2MASS/PS1|2020-07-18|0.092844||238.50291122249163|1155400691281021300|28.17164824|1155400691281021300_59048.353_106084357_175_target|1155400691281021300_59048.353_106084357_175_ref|1155400691281021300_59048.353_106084357_175_diff|59079.2627738902
10GYSEhlu|0.391302|PS20gkl||32.03810465822036|207.8524448869109|0.274221|20.6526|SN|GOOD|1237665127478592270|r|0.837275|SDSS|2020-07-18||2020qrn|207.85239647075048|1135124561320217100|32.037891466906125|1135124561320217100_59048.270_106075141_31_target|1135124561320217100_59048.270_106075141_31_ref|1135124561320217100_59048.270_106075141_31_diff|59061.2745325542
10GYSEhld|0.138587|PS20gkm||0.4519808226300168|224.71072199448145|0.207273|21.5108|SN|GOOD|1237648705132036363|g|0.572557|SDSS/PS1|2020-07-18||2020qro|224.7095578351163|1145850281002707200|0.45024067130442524|1145850281002707200_59048.287_106077014_133_target|1145850281002707200_59048.287_106077014_133_ref|1145850281002707200_59048.287_106077014_133_diff|59048.2873583734
10GYSEhlq|0.636262|PS20gge||-2.840433816190065|232.2045853035071|0.267328|20.9582|SN|GOOD|1237655690870849938|i|0.785742|SDSS/PS1|2020-07-18||2020qgo|232.2046035713433|1152849090025025400|-2.84062509283632|1152849090025025400_59052.407_106237331_318_target|1152849090025025400_59052.407_106237331_318_ref|1152849090025025400_59052.407_106237331_318_diff|59104.2522104049
10GYSEhmr|0.669699|PS20ggd||9.774103380367075|231.66611904190233|0.191345|20.9378|SN|GOOD|1237661951348375991|r|0.9747|SDSS/PS1|2020-07-18||2020qgn|231.66632144258693|1152639911094626600|9.774280602560244|1152639911094626600_59053.283_106257299_273_target|1152639911094626600_59053.283_106257299_273_ref|1152639911094626600_59053.283_106257299_273_diff|59081.2641299759
10GYSEhmn|0.900407|PS20gej||13.254404462365835|232.696527234|0.245795|21.1104|SN|GOOD|SDSSJ153047.17+131515.7|i|0.96043|NED/SDSS/PS1|2020-07-18||2020qdb|232.69638184808272|1153047121131515800|13.25445162|1153047121131515800_59048.299_106077871_340_target|1153047121131515800_59048.299_106077871_340_ref|1153047121131515800_59048.299_106077871_340_diff|59078.2713416225
10GYSEhlr|0.719281|PS20ggb||27.044071503907485|237.22482248988146|0.191951|21.2652|SN|GOOD|1237662662679003711|r|0.791935|SDSS/PS1|2020-07-18||2020qgl|237.22464897903976|1154853911270238500|27.0439734937838|1154853911270238500_59052.331_106236360_54_target|1154853911270238500_59052.331_106236360_54_ref|1154853911270238500_59052.331_106236360_54_diff|59079.2600717506
10GYSEhlh|0.0781987|PS20gga||27.228278839728066|245.30517818122254|0.190342|20.8441|SN|GOOD|1237662642269848498|i|0.664906|SDSS/PS1|2020-07-18||2020qgk|245.3054808989782|1162113301271341900|27.228067809645076|1162113301271341900_59048.354_106084566_472_target|1162113301271341900_59048.354_106084566_472_ref|1162113301271341900_59048.354_106084566_472_diff|59065.297676146
10GYSEhkk|0.999816|PS20fyg|71.5683|42.114037198330685|225.960363458|0.170882|21.2375|SN|CONFIRMED|UGC09684|r|0.999991|NED/SDSS/2MASS/GLADE/PS1|2020-07-17|0.016872||225.95818267088404|1150349961420650500|42.115389042|1150349961420650500_59047.270_106034290_26_target|1150349961420650500_59047.270_106034290_26_ref|1150349961420650500_59047.270_106034290_26_diff|59321.461792884
10GYSEhka|0.370245|PS20fye||-4.028892254864143||0.186592|20.4621|ORPHAN|GOOD||i|0.946301||2020-07-17||2020poi|197.2168018680937|1130852030040144000||1130852030040144000_59047.283_106035506_260_target|1130852030040144000_59047.283_106035506_260_ref|1130852030040144000_59047.283_106035506_260_diff|59047.2836104669
10GYSEhjy|0.829204|PS20fyd||-12.08070263718827|227.483861208|0.277119|20.4358|SN|GOOD|93502274838952528|r|0.964641|PS1|2020-07-17||2020poh|227.48648528848352|1150956760120450400|-12.081549264|1150956760120450400_59047.304_106036739_493_target|1150956760120450400_59047.304_106036739_493_ref|1150956760120450400_59047.304_106036739_493_diff|59068.2686608508
10GYSEhjx|0.831526|PS20fyc||-6.139257658661393|212.511234124|0.327487|20.1153|SN|GOOD|100632125113933494|r|0.980554|PS1|2020-07-17||2020pog|212.51138405847425|1141002740060821200|-6.139005364|1141002740060821200_59047.299_106035939_152_target|1141002740060821200_59047.299_106035939_152_ref|1141002740060821200_59047.299_106035939_152_diff|59070.2706362544
10GYSEhkj|0.0918233|PS20fyf||-5.4659210348747|211.191285454|0.273893|20.732|SN|GOOD|101442111913011268|r|0.423857|PS1|2020-07-17||2020poj|211.1913359480873|1140445930052757400|-5.465935077999999|1140445930052757400_59047.302_106036514_357_target|1140445930052757400_59047.302_106036514_357_ref|1140445930052757400_59047.302_106036514_357_diff|59452.2506253513
10GYSEhkb|0.85412|PS20gdl|602.56|-3.331966449627721|194.6225|0.226155|20.3139|NT|GOOD|SDSSJ125829.39-031955.0|i|0.870485|NED/2MASS/GLADE|2020-07-17|0.130557|2020pzj|194.62240719191513|1125829370031955000|-3.33197|1125829370031955000_59047.282_106035420_223_target|1125829370031955000_59047.282_106035420_223_ref|1125829370031955000_59047.282_106035420_223_diff|59047.282737826
10GYSEhko|0.924891|PS20gei||-1.5556711062031825|36.940343624|0.314228|20.4841|SN|GOOD|2MASXJ02274569-0133213|r|0.979162|NED/SDSS/2MASS/GLADE/GAIA/PS1|2020-07-17||2020qda|36.939671649462035|1022745520013320300|-1.555805152|1022745520013320300_59047.607_106072490_124_target|1022745520013320300_59047.607_106072490_124_ref|1022745520013320300_59047.607_106072490_124_diff|59082.5969285518
10GYSEhit|0.794636|PS20fwd||3.348240542258603|193.289417|0.181268|20.4347|SN|GOOD|SDSSJ125309.45+032053.8|r|0.987821|NED/SDSS|2020-07-14||2020pip|193.28910533259307|1125309381032053700|3.34831|1125309381032053700_59044.271_105997667_72_target|1125309381032053700_59044.271_105997667_72_ref|1125309381032053700_59044.271_105997667_72_diff|59048.2810081751
10GYSEhiw|0.0731812|PS20fzc|972.747|17.78631253227639|193.835458333|0.176669|20.889|SN|GOOD|SDSSJ125520.50+174708.6|g|0.675543|NED/SDSS/PS1/GLADE|2020-07-14|0.202637|2020pqw|193.83664109535795|1125520811174710800|17.78575|1125520811174710800_59044.276_105998062_85_target|1125520811174710800_59044.276_105998062_85_ref|1125520811174710800_59044.276_105998062_85_diff|59048.2753619357
10GYSEjzr|0.704571|PS20gae||-7.8418771128176825|224.269172454|0.0901978|19.6406|SN|GOOD|98592242691840214|r|0.279303|PS1|2020-07-13|||224.26949416638115|1145704670075030900|-7.841788230000001|1145704670075030900_59043.278_105956589_394_target|1145704670075030900_59043.278_105956589_394_ref|1145704670075030900_59043.278_105956589_394_diff|59080.2615413991
10GYSEhhh|0.153767|PS20fgs||20.863362494876856|235.8359924325|0.176573|21.1471|SN|GOOD|1237665534929273182|i|0.943234|SDSS/PS1|2020-07-13||2020ovi|235.83601813174548|1154320641205148300|20.8635878625|1154320641205148300_59043.349_105963631_96_target|1154320641205148300_59043.349_105963631_96_ref|1154320641205148300_59043.349_105963631_96_diff|59079.2568631973
10GYSEhhg|0.243986|PS20fgd|489.779|28.788728941690458|241.77220818497625|0.225153|20.9636|SN|GOOD|1237662620262465694|i|0.525692|SDSS/PS1/GLADE|2020-07-13|0.106974|2020ovg|241.77219638064602|1160705321284719400|28.789678992611176|1160705321284719400_59043.359_105965731_183_target|1160705321284719400_59043.359_105965731_183_ref|1160705321284719400_59043.359_105965731_183_diff|59106.2446595207
10GYSEkxy|0.016181||36.14490012|42.77762541137058|220.038605|0.198407|20.8141|SN|CONFIRMED|1237661362914328673|r||SDSS/2MASS/GLADE/PS1|2020-07-12|0.00838532||220.0417917521817|1144010041424639300|42.779545||||59391.301841578
10GYSEhhd|0.497294|PS20fac||-4.517584999155825|196.627189472|0.108025|19.5041|SN|GOOD|102571966271219533|r|0.597435|PS1|2020-07-12||2020oow|196.62680904923883|1130630430043103200|-4.517411988|1130630430043103200_59042.272_105915754_118_target|1130630430043103200_59042.272_105915754_118_ref|1130630430043103200_59042.272_105915754_118_diff|59062.2738319506
10GYSEhhf|0.997903|PS20fad||42.72975724818043|220.85608246345043|0.163081|20.8804|SN|GOOD|1237661435930149163|r|0.999997|SDSS/PS1|2020-07-12||2020oox|220.856122057393|1144325461424347100|42.729794837725954|1144325461424347100_59042.295_105917639_81_target|1144325461424347100_59042.295_105917639_81_ref|1144325461424347100_59042.295_105917639_81_diff|59097.2404813323
10GYSEhfa|0.131139|PS20ezz||29.31922599251744|204.81462618199998|0.326549|21.1905|SN|GOOD|1237667259358707896|r|0.766497|SDSS/PS1|2020-07-12||2020oot|204.81506637338103|1133915611291909200|29.319134198|1133915611291909200_59042.285_105918262_134_target|1133915611291909200_59042.285_105918262_134_ref|1133915611291909200_59042.285_105918262_134_diff|59052.3256764246
10GYSEhef|0.787773|PS20ezy||-2.5571710229181632|193.784633932|0.226419|20.2285|SN|GOOD|SDSSJ125508.30-023323.2|i|0.568978|NED/SDSS/PS1|2020-07-12||2020oos|193.78487192757123|1125508370023325900|-2.556476102|1125508370023325900_59042.272_105915677_43_target|1125508370023325900_59042.272_105915677_43_ref|1125508370023325900_59042.272_105915677_43_diff|59047.2831777773
10GYSEhfe|0.108601|PS20faa|389.045|-4.140305732232327|196.476|0.174172|20.3448|SN|GOOD|103031964762690440|i|0.789912|PS1/GLADE|2020-07-12|0.0852081726041|2020oou|196.4747755995393|1130553940040825000|-4.14156|1130553940040825000_59042.272_105915761_143_target|1130553940040825000_59042.272_105915761_143_ref|1130553940040825000_59042.272_105915761_143_diff|59062.2710574456
10GYSEhgz|0.639769|PS20fab||43.402187211709006|216.304843692|0.0716753|20.4604|SN|GOOD|1237661434854965681|i|0.999945|SDSS/PS1|2020-07-12||2020oov|216.30656757417427|1142513571432407700|43.40230265|1142513571432407700_59042.294_105917537_131_target|1142513571432407700_59042.294_105917537_131_ref|1142513571432407700_59042.294_105917537_131_diff|59051.2793153236
10GYSEhju|0.828856|PS20fxn||13.004881101713236|318.101173284|0.334275|19.5643|VS|CONFIRMED|21122427+1300175|i||2MASS/PS1/GAIA|2020-07-11|||318.10123160509886|1211224311130017500|13.004879116||||59488.2664940556
10GYSEgyy|0.582577|PS20evg||-7.355098244526956|220.681783912|0.214056|20.7605|SN|GOOD|99172206817184260|r|0.889651|PS1|2020-07-11||2020ojl|220.68174290258077|1144243620072118300|-7.355091312|1144243620072118300_59038.318_105760739_181_target|1144243620072118300_59038.318_105760739_181_ref|1144243620072118300_59038.318_105760739_181_diff|59065.2836399487
10GYSEgwm|0.104127|PS20drn||8.780329710247589|319.518538858|0.230621|21.6722|SN|GOOD|1237678858991042901|i|0.612388|SDSS/PS1|2020-07-11|||319.5185270380907|1211804431084649300|8.780429612|1211804431084649300_59036.578_105709070_995_target|1211804431084649300_59036.578_105709070_995_ref|1211804431084649300_59036.578_105709070_995_diff|59059.4402544312
10GYSEgvf|0.530559|PS20evf||42.0692422182276|218.439976998|0.161245|21.3282|SN|GOOD|1237661361303388624|i|0.446123|SDSS/PS1|2020-07-11||2020oiy|218.43999262611536|1143345601420409400|42.069322382|1143345601420409400_59040.272_105835201_183_target|1143345601420409400_59040.272_105835201_183_ref|1143345601420409400_59040.272_105835201_183_diff|59051.2801827638
10GYSEhan|0.453697|PS20gdn||24.666214983376122|0.7109460154650833|0.209283|20.2889|SN|GOOD|1237663233380320255|z|0.983089|SDSS/PS1|2020-07-11||2020pzl|0.7109856396635954|1000250641243958300|24.666265165252184|1000250641243958300_59036.584_105709811_337_target|1000250641243958300_59036.584_105709811_337_ref|1000250641243958300_59036.584_105709811_337_diff|59186.3382285292
10GYSEgvx|0.530559|PS20evf||42.06919517914818|218.439976998|0.174439|21.0112|SN|GOOD|1237661361303388624|g|0.484985|SDSS/PS1|2020-07-11|||218.43998451808838|1143345581420408900|42.069322382|1143345581420408900_59040.272_105835201_183_target|1143345581420408900_59040.272_105835201_183_ref|1143345581420408900_59040.272_105835201_183_diff|59042.2953402633
10GYSEguz|0.172729|PS20evc|1218.99|43.2055341531181|219.458|0.281612|21.0125|NT|GOOD|SDSSJ143749.85+431219.6|r|0.415208|GLADE|2020-07-11|0.241645650823|2020oiv|219.45838135281832|1143750011431220100|43.20547|1143750011431220100_59040.272_105835208_126_target|1143750011431220100_59040.272_105835208_126_ref|1143750011431220100_59040.272_105835208_126_diff|59040.2723150513
10GYSEgwc|0.498536|PS20ggf||23.32944833145627|0.56335943|0.180224|20.9243|SN|GOOD|1237680299428872663|r|0.508844|SDSS/PS1|2020-07-11||2020qgp|0.5631771837964106|1000215151231945900|23.329558446|1000215151231945900_59036.584_105709788_354_target|1000215151231945900_59036.584_105709788_354_ref|1000215151231945900_59036.584_105709788_354_diff|59036.5847343756
10GYSEhaq|0.5221|PS20fhj||9.507193929726496|184.049536866|0.107725|20.7013|SN|GOOD|SDSSJ121611.88+093028.6|r|0.986979|NED/SDSS/PS1|2020-07-11||2020ovv|184.05133554040412|1121612321093025900|9.507927208|1121612321093025900_59037.278_105713661_164_target|1121612321093025900_59037.278_105713661_164_ref|1121612321093025900_59037.278_105713661_164_diff|59037.2783847
10GYSEgvd|0.613368|PS20eve||6.625265674123163|193.25485656216802|0.0636287|19.2703|SN|GOOD|1237661970652266564|r|0.509946|SDSS/PS1|2020-07-11||2020oix|193.25480523065906|1125301141063730900|6.625571913268173|1125301141063730900_59041.285_105874966_203_target|1125301141063730900_59041.285_105874966_203_ref|1125301141063730900_59041.285_105874966_203_diff|59048.281447833
10GYSEgzp|0.703859|PS20fip||11.223264728475707|229.492564312|0.116271|19.7314|SN|GOOD|1237662637444562950|i|0.926516|SDSS/PS1|2020-07-11|||229.49242903714097|1151758181111323700|11.223175586|1151758181111323700_59042.362_105925172_70_target|1151758181111323700_59042.362_105925172_70_ref|1151758181111323700_59042.362_105925172_70_diff|59106.2338898918
10GYSEhbf|0.886907|PS20fhi||25.040987383249245|358.080048|0.272106|20.8894|SN|GOOD|1237678580364869786|i|0.994923|SDSS/2MASS/PS1/GLADE|2020-07-11|||-1.9195048735520506|1235219331250227600|25.04125|1235219331250227600_59036.583_105709632_296_target|1235219331250227600_59036.583_105709632_296_ref|1235219331250227600_59036.583_105709632_296_diff|59137.4605813754
10GYSEguo|0.335549|PS20evd||37.9331191788825||0.168166|21.3259|ORPHAN|GOOD||i|0.453467||2020-07-11||2020oiw|219.2899859985508|1143709571375559300||1143709571375559300_59040.271_105835142_143_target|1143709571375559300_59040.271_105835142_143_ref|1143709571375559300_59040.271_105835142_143_diff|59051.2797497244
10GYSEhda|0.982106|PS20fyb|436.516|11.473484550378304|321.59724439723016|0.255658|21.0116|NT|GOOD|1237656496170992100|i|0.627467|SDSS/2MASS/GLADE|2020-07-11|0.0961559||321.5970225398984|1212623291112824400|11.473171612292742|1212623291112824400_59041.556_105907714_291_target|1212623291112824400_59041.556_105907714_291_ref|1212623291112824400_59041.556_105907714_291_diff|59103.3856030638
10GYSEgua|0.29419|PS20ewh||2.319083829753803|195.75610184118813|0.226832|20.3806|SN|GOOD|1237651736300749133|r|0.538719|SDSS/PS1|2020-07-04||2020oku|195.75602314026074|1130301451021908700|2.3191768295702175|1130301451021908700_59034.305_105667738_183_target|1130301451021908700_59034.305_105667738_183_ref|1130301451021908700_59034.305_105667738_183_diff|59048.2818831783
10GYSEgtk|0.462982|PS20epl||21.302485093550025|178.107403832|0.12065|20.4079|SN|GOOD|SDSSJ115225.75+211805.2|r|0.540264|NED/SDSS/PS1|2020-07-02|||178.10772011082736|1115225831211809100|21.301473498|1115225831211809100_59032.292_105587179_96_target|1115225831211809100_59032.292_105587179_96_ref|1115225831211809100_59032.292_105587179_96_diff|59041.273259291
10GYSEgtm|0.502223|PS20euj||-4.578440611771099|193.708932434|0.0623857|19.1914|SN|GOOD|12545016-0434425|g|0.564309|2MASS/GLADE/PS1|2020-07-02|||193.70608439186117|1125449460043442400|-4.578637136|1125449460043442400_59036.281_105692869_212_target|1125449460043442400_59036.281_105692869_212_ref|1125449460043442400_59036.281_105692869_212_diff|59042.2716542777
10GYSEhjr|0.754578|PS20fxl|395.0183|-2.58630286561718|196.394928|0.138271|19.7645|SN|GOOD|LCRSB130300.2-021909|g|0.146843|NED/SDSS/2MASS/GLADE/PS1|2020-07-02|0.0866||196.39339506327954|1130534420023510700|-2.58682|1130534420023510700_59032.275_105585399_23_target|1130534420023510700_59032.275_105585399_23_ref|1130534420023510700_59032.275_105585399_23_diff|59042.2729547052
10GYSEgtj|0.522141|PS20epl||21.302475870913693|178.107403832|0.12065|20.4079|SN|GOOD|SDSSJ115225.75+211805.2|r|0.551513|NED/SDSS/PS1|2020-07-02|||178.10774923234743|1115225861211808900|21.301473498|1115225861211808900_59032.292_105587179_96_target|1115225861211808900_59032.292_105587179_96_ref|1115225861211808900_59032.292_105587179_96_diff|59041.273259291
10GYSEgta|0.996728|PS20epe|328.095|23.151735106488054|0.645125|0.262454|21.7636|SN|CONFIRMED|2MASXJ00023477+2309024|r|0.999995|NED/SDSS/2MASS/GLADE/PS1|2020-07-01|0.073||0.650026258111463|1000236001230906200|23.15075|1000236001230906200_59031.560_105578337_49_target|1000236001230906200_59031.560_105578337_49_ref|1000236001230906200_59031.560_105578337_49_diff|59119.3623804301
10GYSEgtd|0.561861|PS20epj||24.508029780267556|355.7611006112762|0.294653|21.0955|SN|GOOD|1237678541164446101|r|0.507511|SDSS/PS1|2020-07-01|||355.7606500654268|1234302541243028800|24.50945775237097|1234302541243028800_59031.559_105578257_103_target|1234302541243028800_59031.559_105578257_103_ref|1234302541243028800_59031.559_105578257_103_diff|59107.5267412006
10GYSEgtc|0.414158|PS20epi||28.067589096620292|6.541238764952027|0.242353|20.9615|SN|GOOD|1237680277409890643|i|0.985959|SDSS/PS1|2020-07-01||2020nvd|6.5418166548196055|1002610031280403300|28.067242254654072|1002610031280403300_59031.560_105578417_93_target|1002610031280403300_59031.560_105578417_93_ref|1002610031280403300_59031.560_105578417_93_diff|59137.4627620312
10GYSEgtb|0.955346|PS20epg||28.14840613898083|5.305211768582069|0.222251|21.6335|SN|GOOD|1237678791346159870|r|0.999862|SDSS/2MASS/PS1|2020-07-01|||5.30471115316748|1002113131280854200|28.149604924820363|1002113131280854200_59031.560_105578420_187_target|1002113131280854200_59031.560_105578420_187_ref|1002113131280854200_59031.560_105578420_187_diff|59082.430472694
10FYSEhjs|0.000868202|PS20fxm||23.372511373233493|239.10718157698727|0.203782|20.7525|SN|CONFIRMED|1237662696500887671|r|0.0499151|SDSS/PS1|2020-06-30|||239.10721061873852|1155625731232221000|23.37241581476007|1155625731232221000_59043.358_105965518_109_target|1155625731232221000_59043.358_105965518_109_ref|1155625731232221000_59043.358_105965518_109_diff|59447.2518046512
10FYSEjzt|0.00746193|||24.580785969498425|239.26025713585477|0.279707|21.4318|SN|GOOD|1237664853654044999|i||SDSS/PS1|2020-06-30|||239.26041381099535|1155702491243450800|24.580985626245056||||59447.249023198
